participant_id,competition_id,total_submissions,active_days,submissions_per_day,submission_avg_initial_days,avg_submissions_mid,submissions_end,median_score,top_score,lowest_score,gap_median_top,gap_lowest_top,peak_submissions_per_day,top_score_on_peak_day,peak_submissions_per_hour,top_score_on_peak_hour,claude_min_score,user_min_score_diff,above_below_claude_min,score_time_corr,time_to_best_score_hours,submissions_pre_jump,submissions_post_jump,leap_size,post_jump_score_repetition,quiz_participation,final_rank,rank_to_submissions,rank_to_quiz_participation,description_rate,archetype
1306,44,8,5,1.6,0.3333333333333333,0.3333333333333333,2,1.0509551544699636,0.5948575305185798,1.591333165425269,0.45609762395138376,0.9964756349066891,2,1.0341037815228502,1,1.591333165425269,0.4426875979096056,0.1521699326089742,0,-0.9137464196636228,174.0909277995562,1,7,0.31166574335484776,0.0,5,29,3.625,4.833333333333333,0.375,hardworker
1307,44,24,5,4.8,2.6666666666666665,3.6666666666666665,0,1.8035141326568676,0.3847895289311026,2.4146490603964663,1.418724603725765,2.029859531465364,6,1.7925448344556836,2,1.8144834308580517,0.4426875979096056,-0.057898068978503026,1,-0.25009052272354254,118.18727054526406,4,20,1.6666969739738748,0.0,9,11,0.4583333333333333,1.1,0.792,consistent_ai_leap
1308,44,26,7,3.7142857142857144,0.6666666666666666,2.3333333333333335,4,1.2979060633898625,0.5066722719094423,2.312268903397234,0.7912337914804202,1.8055966314877916,6,0.9482958208129674,2,1.530213457875807,0.4426875979096056,0.0639846739998367,0,-0.4962177475085929,173.35426659729802,3,23,1.1530558267859745,0.1006739280907476,6,26,1.0,3.7142857142857144,0.846,hardworker
1309,44,25,7,3.5714285714285716,3.0,3.0,7,1.751529076846509,0.40277328184846006,2.268089233986208,1.3487557949980489,1.865315952137748,7,0.40277328184846006,7,0.40277328184846006,0.4426875979096056,-0.03991431606114554,1,-0.9672924213908933,216.3442078165951,18,7,1.0828155409146931,0.8984665020849399,9,14,0.56,1.4,0.76,ai_dump_sincere_start
1310,44,20,8,2.5,1.6666666666666667,2.3333333333333335,0,0.9588649690860942,0.43736228309727926,2.3941326267868916,0.521502685988815,1.9567703436896124,5,0.43736228309727926,3,1.2445661269146229,0.4426875979096056,-0.005325314812326343,1,-0.8414672057283812,167.90218079912952,2,18,1.0697063277429812,0.0,5,18,0.9,3.0,0.7,consistent_ai_leap
1311,44,15,5,3.0,0.6666666666666666,1.0,0,0.7996872304334184,0.4917573108053055,2.2044362141440628,0.3079299196281129,1.7126789033387573,5,0.745536945824356,2,1.3196771420065454,0.4426875979096056,0.04906971289569989,0,-0.7527375088834173,135.68297045546757,2,13,1.3022309643336203,0.6643836898477635,9,22,1.4666666666666666,2.2,0.667,consistent_ai_leap
1312,44,5,2,2.5,1.6666666666666667,0.0,0,1.5905231803859394,1.5512323873516398,1.6313647041764066,0.03929079303429961,0.08013231682476674,3,1.5512323873516398,2,1.5512323873516398,0.4426875979096056,1.1085447894420342,0,0.37006963930958475,17.701555012043293,2,3,0.08013231682476674,0.2881169059241063,2,40,8.0,13.333333333333334,0.2,low_interest_quitter
1313,44,3,2,1.5,0.0,0.0,1,2.064136399268386,0.6826014261090475,2.173179708463585,1.3815349731593383,1.4905782823545373,2,2.064136399268386,1,2.064136399268386,0.4426875979096056,0.2399138281994419,0,-0.9827542601150095,41.54373592652081,3,0,0.0,0.0,5,34,11.333333333333334,5.666666666666667,1.0,hardworker
1314,44,15,5,3.0,0.6666666666666666,1.6666666666666667,8,1.0092001727792184,0.3538929204860473,2.6,0.6553072522931711,2.2461070795139526,8,0.3538929204860473,3,0.4607614730500012,0.4426875979096056,-0.08879467742355829,1,-0.7043532319802779,232.95791363011713,8,7,2.0940740611879645,0.8912031085205002,6,3,0.2,0.42857142857142855,0.8,ai_dump_sincere_start
1315,44,24,8,3.0,1.6666666666666667,3.3333333333333335,0,1.511682714055059,0.644048975207802,2.2332344591552364,0.867633738847257,1.5891854839474344,5,0.8337937824575281,2,0.7139975736085927,0.4426875979096056,0.20136137729819642,0,-0.9806010124003557,208.12606297909156,15,9,0.31700817050188546,0.3981106262915657,7,31,1.2916666666666667,3.875,0.75,benchmark_tweaker
1316,44,6,4,1.5,1.0,0.3333333333333333,0,0.8894724012352647,0.4277284720065563,2.0657999558491866,0.46174392922870844,1.6380714838426305,2,0.8401513238321172,2,0.8401513238321172,0.4426875979096056,-0.01495912590304932,1,-0.7154694923620756,114.5336036110725,2,4,0.729336573817936,0.4711560007283524,6,15,2.5,2.142857142857143,0.5,consistent_ai_leap
1317,44,21,8,2.625,1.3333333333333333,2.0,2,0.44633008848016087,0.3,1.385428281077769,0.14633008848016088,1.085428281077769,4,0.4030336832746437,2,0.4030336832746437,0.4426875979096056,-0.1426875979096056,1,-0.8515843576779335,128.35820984379873,7,14,0.3209915010535744,0.7699403114447965,9,1,0.047619047619047616,0.1,0.571,daily_sprinter
1318,44,25,10,2.5,2.0,3.0,2,0.5861726928537558,0.49639677483200073,0.9358913300822639,0.08977591802175511,0.43949455525026315,4,0.49639677483200073,1,0.9358913300822639,0.4426875979096056,0.05370917692239513,0,-0.7372321058176247,189.14870117348548,3,22,0.15733141722879496,0.0,5,24,0.96,4.0,0.8,daily_sprinter
1319,44,19,7,2.7142857142857144,2.0,0.0,4,1.2474744231160282,0.5379340253342124,2.4310308426096037,0.7095403977818158,1.8930968172753913,4,0.8887049247365336,2,0.7510338553498426,0.4426875979096056,0.09524642742460682,0,-0.506347206155839,222.71438140675434,3,16,1.414086476538253,0.36507495454289574,7,27,1.4210526315789473,3.375,0.789,hardworker
1320,44,14,7,2.0,2.6666666666666665,1.3333333333333333,0,1.583800603831456,0.4938952210290523,1.791332870963716,1.0899053828024037,1.2974376499346636,4,1.5395776507651389,2,1.5395776507651389,0.4426875979096056,0.05120762311944671,0,-0.8832730036788449,205.96561243636955,12,2,0.9239075173613491,0.6671518444750162,6,23,1.6428571428571428,3.2857142857142856,0.857,ai_dump_sincere_start
1321,44,7,4,1.75,0.3333333333333333,1.0,3,1.6318685778837612,0.42997390517967415,2.1576388653485323,1.201894672704087,1.727664960168858,3,0.42997390517967415,1,2.122870205105515,0.4426875979096056,-0.012713692729931447,1,-0.5956159594966423,171.74190924814616,5,2,1.7273128156109734,0.999438585779419,6,16,2.2857142857142856,2.2857142857142856,0.571,ai_dump_sincere_start
1322,44,16,8,2.0,1.6666666666666667,2.3333333333333335,0,0.45996402066739117,0.36597415696749647,1.3044925635112492,0.0939898636998947,0.9385184065437527,3,0.4462629497082188,1,1.3044925635112492,0.4426875979096056,-0.07671344094210913,1,-0.8190320118734098,130.10230179489875,1,15,0.26121671527037105,0.0,4,6,0.375,1.2,0.75,daily_sprinter
1323,44,9,2,4.5,0.0,0.0,0,0.5147330014354198,0.45373701938669864,0.550563258669402,0.06099598204872114,0.0968262392827034,7,0.45373701938669864,2,0.4689410083216193,0.4426875979096056,0.011049421477093035,0,-0.5023305606670031,15.25866894454066,9,0,0.0,0.0,4,19,2.111111111111111,3.8,0.667,late_joiner_dangerous
1324,44,13,5,2.6,0.6666666666666666,0.6666666666666666,9,0.5238903209926375,0.37157234752625345,1.9705820888548107,0.1523179734663841,1.5990097413285573,9,0.37157234752625345,6,0.37157234752625345,0.4426875979096056,-0.07111525038335215,1,-0.9822062626403495,229.95823050776445,4,9,1.0177127236502226,0.6453059056305737,4,7,0.5384615384615384,1.4,0.692,ai_dump_sincere_start
1325,44,13,5,2.6,0.3333333333333333,1.3333333333333333,0,1.5099240885447642,0.8758805345246036,2.383710870998728,0.6340435540201607,1.5078303364741243,5,0.8758805345246036,3,0.8758805345246036,0.4426875979096056,0.43319293661499797,0,-0.30366965666460616,157.40491955071218,12,1,1.0785086656796636,0.0,7,38,2.923076923076923,4.75,0.769,hardworker
1326,44,37,10,3.7,4.0,3.6666666666666665,1,1.0037380382220675,0.6550423345963111,2.3734879492911607,0.3486957036257564,1.7184456146948497,7,0.891510537656101,2,0.9222460542318354,0.4426875979096056,0.21235473668670551,0,-0.7640578418689082,202.32030320653294,1,36,1.4512418950593253,0.0,7,32,0.8648648648648649,4.0,0.784,hardworker
1327,44,4,2,2.0,0.0,0.0,0,1.5237959549159528,0.5768815378551851,2.45033198856002,0.9469144170607676,1.8734504507048348,3,0.5768815378551851,3,0.5768815378551851,0.4426875979096056,0.13419393994557954,0,-0.019085325781781882,42.72175250342676,2,2,0.9291931823277316,0.0,9,28,7.0,2.8,0.75,hardworker
1328,44,22,10,2.2,2.6666666666666665,2.0,2,0.7298215308200843,0.5949222784308933,1.1396386629147006,0.13489925238919098,0.5447163844838073,4,1.0973373146966312,2,0.5949222784308933,0.4426875979096056,0.1522346805212877,0,-0.8410620856745946,198.51785713702608,4,18,0.1789273048130584,0.0,7,30,1.3636363636363635,3.75,0.818,daily_sprinter
1329,44,22,6,3.6666666666666665,0.6666666666666666,1.3333333333333333,5,0.8605709712588505,0.3990508883210234,2.4464243940913026,0.4615200829378271,2.0473735057702793,5,0.8708352177572944,1,2.4464243940913026,0.4426875979096056,-0.04363670958858218,1,-0.7189588573562783,169.20486172795998,1,21,1.6863430218061053,0.0,5,13,0.5909090909090909,2.1666666666666665,0.682,consistent_late_breakthrough
1330,44,4,3,1.3333333333333333,0.6666666666666666,0.0,0,1.8954803390644939,0.6719741704434531,2.1634672403211295,1.2235061686210407,1.4914930698776763,2,0.6719741704434531,1,1.6274934378078583,0.4426875979096056,0.2292865725338475,0,-0.39374103734886234,168.2517508062091,3,1,1.4914930698776763,0.0,4,33,8.25,6.6,0.75,hardworker
1331,44,30,7,4.285714285714286,1.6666666666666667,5.333333333333333,0,1.5105004364389534,0.7536620673531466,2.1321108998205007,0.7568383690858068,1.3784488324673543,7,1.173735282699933,3,1.360559357057381,0.4426875979096056,0.31097446944354096,0,0.13819917455856467,0.0,8,22,0.39453367445614984,0.0,8,37,1.2333333333333334,4.111111111111111,0.867,hardworker
1332,44,18,9,2.0,2.3333333333333335,2.3333333333333335,0,0.5714642144414318,0.4347285196026639,0.8239906447888812,0.1367356948387679,0.3892621251862173,4,0.6994294351867051,2,0.4790111792919821,0.4426875979096056,-0.007959078306941703,1,-0.7867347826008454,116.11710179587196,4,14,0.15477397485229394,0.0,8,17,0.9444444444444444,1.8888888888888888,0.889,daily_sprinter
1333,44,14,4,3.5,0.3333333333333333,0.0,10,0.4361138692632203,0.37574702509202346,2.233885165925159,0.060366844171196865,1.8581381408331354,10,0.4109801180059467,5,0.41552524434298604,0.4426875979096056,-0.06694057281758214,1,-0.9570921366464504,173.21570662561084,1,13,1.8581381408331354,0.39362566053766,5,8,0.5714285714285714,1.3333333333333333,0.692,pure_ai_quick_dump
1334,44,2,2,1.0,0.3333333333333333,0.3333333333333333,0,2.2133478656979246,2.0802657329004,2.3464299984954486,0.13308213279752446,0.26616426559504847,1,2.3464299984954486,1,2.3464299984954486,0.4426875979096056,1.6375781349907945,0,-0.9999999999999999,84.52067955781857,2,0,0.0,0.0,6,41,20.5,5.857142857142857,1.0,hardworker
1335,44,31,7,4.428571428571429,2.0,6.0,0,1.6356766463027275,0.9859867076057539,2.4563079688543143,0.6496899386969736,1.4703212612485603,10,1.4068544979474138,3,2.155864368791527,0.4426875979096056,0.5432991096961484,0,-0.13598098021666274,42.25490674298666,6,25,1.1495739137166145,0.08034932093076697,4,39,1.2580645161290323,7.8,0.774,hardworker
1336,44,3,3,1.0,0.0,0.0,1,2.433943429458783,0.7358663698987398,2.433943429458783,1.6980770595600432,1.6980770595600432,1,2.433943429458783,1,2.433943429458783,0.4426875979096056,0.29317877198913417,0,-0.9488976525075495,62.7187483317131,3,0,0.0,0.0,7,35,11.666666666666666,4.375,0.333,hardworker
1337,44,24,7,3.4285714285714284,2.3333333333333335,2.6666666666666665,6,1.0201896296976352,0.4613839335931159,2.3982657480556644,0.5588056961045192,1.9368818144625486,6,0.5355204403087366,2,0.5355204403087366,0.4426875979096056,0.018696335683510312,0,-0.564964198179392,194.0317166809811,1,23,1.7192136889304561,0.0,6,20,0.8333333333333334,2.857142857142857,0.792,hardworker
1338,44,18,3,6.0,0.0,3.6666666666666665,0,0.4455782056977553,0.39013991859817754,0.5507261091999913,0.055438287099577765,0.16058619060181378,10,0.39013991859817754,2,0.39013991859817754,0.4426875979096056,-0.052547679311428064,1,-0.2710061208881382,4.462145672448486,2,16,0.16058619060181378,0.49658765056182763,7,12,0.6666666666666666,1.5,0.556,late_joiner_dangerous
1339,44,19,8,2.375,2.6666666666666665,2.3333333333333335,0,0.4233582876159677,0.3096870407867944,1.554024124150696,0.11367124682917334,1.2443370833639016,4,1.4548642740195745,1,1.49062581752627,0.4426875979096056,-0.13300055712281122,1,-0.8155030273942837,123.67053012340249,4,15,0.4579837455655009,0.0,7,2,0.10526315789473684,0.25,1.0,daily_sprinter
1340,44,12,8,1.5,1.3333333333333333,1.3333333333333333,2,0.8779978215058601,0.3596385953379777,2.105358268016644,0.5183592261678824,1.7457196726786661,2,1.0478328000967603,1,1.0104557559237,0.4426875979096056,-0.0830490025716279,1,-0.794286856485697,184.09647537849415,2,10,1.0575254679198836,0.5045687979814438,9,5,0.4166666666666667,0.5,0.917,hardworker
1341,44,16,7,2.2857142857142856,0.6666666666666666,0.6666666666666666,1,0.7072439156259169,0.5059773732980063,2.059198701231591,0.20126654232791064,1.5532213279335845,7,0.597365397283792,3,0.6406747466589471,0.4426875979096056,0.06328977538840069,0,-0.7394904228467531,191.50275610045867,1,15,1.3173809498826305,0.0,7,25,1.5625,3.125,0.812,hardworker
1342,44,25,10,2.5,3.3333333333333335,1.3333333333333333,3,1.4662472618158868,0.7368723715013042,2.1720473764616046,0.7293748903145826,1.4351750049603003,4,1.8530031255205826,1,2.1720473764616046,0.4426875979096056,0.29418477359169865,0,-0.9777980395909113,229.54060436827908,12,13,0.17788450006826673,0.0,4,36,1.44,7.2,0.84,benchmark_tweaker
1343,44,22,8,2.75,2.0,1.6666666666666667,4,0.4829886494429795,0.3780634032457144,1.0198008140480188,0.10492524619726507,0.6417374108023044,4,0.4494498371936825,2,0.4622939299497058,0.4426875979096056,-0.06462419466389119,1,-0.6573778521941568,215.12527010963305,2,20,0.28029295525707243,0.0,7,9,0.4090909090909091,1.125,0.773,daily_sprinter
1344,44,16,3,5.333333333333333,0.0,5.333333333333333,0,0.46266071472500014,0.38046385109468617,0.508207477200435,0.08219686363031398,0.12774362610574885,8,0.42420926160462885,1,0.46877985095179286,0.4426875979096056,-0.062223746814919434,1,0.37495138656176047,25.57658953555479,9,7,0.08185819343533135,0.0,4,10,0.625,2.0,0.625,late_joiner_dangerous
1345,45,18,9,2.0,2.0,2.6666666666666665,1,0.5374057349016375,0.3901898810812618,1.397501466759468,0.14721585382037566,1.0073115856782062,5,0.43798017353715524,2,0.43798017353715524,0.6249793481803034,-0.23478946709904164,1,-0.8330601972021618,230.1600426107409,5,13,0.3649698560330745,0.18681762862621643,5,4,0.2222222222222222,0.6666666666666666,0.722,daily_sprinter
1346,45,23,10,2.3,2.3333333333333335,2.0,2,0.44683033832591934,0.3,1.1669975445083123,0.14683033832591935,0.8669975445083122,4,1.044707952133179,1,1.090959886027651,0.6249793481803034,-0.32497934818030344,1,-0.8600164212016268,224.87254200545112,5,18,0.17988608009756568,0.057021859769285865,7,1,0.043478260869565216,0.125,0.739,daily_sprinter
1347,45,17,8,2.125,1.3333333333333333,1.6666666666666667,0,0.6535071089788118,0.47872217767681,2.530393002331201,0.1747849313020018,2.051670824654391,4,0.6262785967990347,2,0.6262785967990347,0.6249793481803034,-0.1462571705034934,1,-0.6447247196290371,161.1178147259091,1,16,1.8687099396858726,0.0,5,8,0.47058823529411764,1.3333333333333333,0.824,hardworker
1348,45,20,9,2.2222222222222223,1.3333333333333333,2.3333333333333335,4,0.6761508184440336,0.5653485683927364,1.4754321454668515,0.11080225005129718,0.9100835770741151,4,0.6083990205515144,2,0.6086755930326135,0.6249793481803034,-0.059630779787567034,1,-0.7247266804995024,191.63484493685212,4,16,0.2483065857361637,0.3810475790560236,7,13,0.65,1.625,0.8,daily_sprinter
1349,45,23,6,3.8333333333333335,2.0,2.6666666666666665,9,1.2521815034037187,0.4771989399337363,2.102720263586339,0.7749825634699824,1.625521323652603,9,0.4771989399337363,4,0.5451081180364226,0.6249793481803034,-0.14778040824656713,1,-0.9813486809223956,230.6839714966712,14,9,0.5017840610462567,0.8687416924422011,6,6,0.2608695652173913,0.8571428571428571,0.652,ai_dump_sincere_start
1350,45,21,10,2.1,1.6666666666666667,1.6666666666666667,2,0.6539579373803996,0.4441922005342592,0.8809242860732217,0.20976573684614047,0.43673208553896253,4,0.4441922005342592,1,0.7642158735649406,0.6249793481803034,-0.18078714764604426,1,-0.4204409177346702,160.1977591056684,12,9,0.20976573684614047,0.22674376389719275,5,5,0.23809523809523808,0.8333333333333334,0.762,daily_sprinter
1351,45,18,6,3.0,0.3333333333333333,0.3333333333333333,4,1.16454947767379,0.5248145203319519,2.042411857974406,0.639734957341838,1.5175973376424543,7,0.6782480367664351,2,0.5857748689723845,0.6249793481803034,-0.10016482784835157,1,-0.24157768811512229,206.12251395391473,17,1,0.8996585384631133,0.0,8,10,0.5555555555555556,1.1111111111111112,0.833,hardworker
1352,45,20,9,2.2222222222222223,2.3333333333333335,2.0,3,1.5908989171425456,0.8883994934809423,2.3930711075265947,0.7024994236616033,1.5046716140456524,5,1.9084662066972915,1,2.3930711075265947,0.6249793481803034,0.26342014530063884,0,-0.9697888974116046,231.09460807436528,8,12,0.300469539843617,0.0,6,21,1.05,3.0,0.65,benchmark_tweaker
1353,45,15,6,2.5,1.6666666666666667,2.0,3,1.0966734667417593,0.3389803196764703,2.496079100974425,0.757693147065289,2.1570987812979547,4,1.1132607635542167,2,1.1132607635542167,0.6249793481803034,-0.28599902850383313,1,-0.8370542766218414,186.07783573162916,3,12,1.061146466620722,0.0,8,2,0.13333333333333333,0.2222222222222222,0.8,consistent_late_breakthrough
1354,45,22,8,2.75,1.6666666666666667,2.3333333333333335,4,0.9848351116009275,0.7027985720730274,2.489646799640135,0.2820365395279001,1.7868482275671076,5,0.7845809845136023,2,0.9751507958305167,0.6249793481803034,0.077819223892724,0,-0.7556135075519966,196.10634595889462,4,18,1.0919543522641415,0.6477972787194497,8,18,0.8181818181818182,2.0,0.682,hardworker
1355,45,20,9,2.2222222222222223,2.0,1.0,1,1.652067283473641,0.9830233860221343,2.3421697380463447,0.6690438974515066,1.3591463520242102,4,1.0931349135072244,2,2.3187201418542265,0.6249793481803034,0.3580440378418309,0,-0.9786906111629262,218.98919768502802,19,1,0.21626647072872085,0.0,6,23,1.15,3.2857142857142856,0.75,benchmark_tweaker
1356,45,4,4,1.0,0.0,0.3333333333333333,0,2.1802226703480185,0.7464308340639839,2.1813623241806783,1.4337918362840347,1.4349314901166945,1,0.7464308340639839,1,0.7464308340639839,0.6249793481803034,0.12145148588368049,0,0.7026656339010597,0.0,4,0,0.0,0.0,3,19,4.75,4.75,1.0,hardworker
1357,45,38,7,5.428571428571429,2.6666666666666665,1.0,5,1.1335852020672488,0.4779440668219075,2.4632236792973634,0.6556411352453413,1.985279612475456,9,1.2552033540929206,2,1.6189205283528578,0.6249793481803034,-0.14703528135839594,1,-0.6108492311316414,202.0125133821382,5,33,1.3172697872075736,0.21761326593712904,2,7,0.18421052631578946,2.3333333333333335,0.816,hardworker
1358,45,26,10,2.6,2.0,2.6666666666666665,2,1.4554129877107413,0.4947754455590355,2.3394939457994868,0.9606375421517058,1.8447185002404511,5,0.9244787736797403,1,2.3394939457994868,0.6249793481803034,-0.1302039026212679,1,-0.9831073241856612,220.6175811660973,10,16,0.2642125179218835,0.0,4,9,0.34615384615384615,1.8,0.692,benchmark_tweaker
1359,45,4,2,2.0,0.0,1.0,0,1.42804031521699,0.6592909168278852,1.623258629388308,0.7687493983891048,0.9639677125604228,3,1.313829507698868,1,1.313829507698868,0.6249793481803034,0.03431156864758178,0,-0.8280561527592017,69.67257092095795,3,1,0.8829602059072267,0.0,9,16,4.0,1.6,0.75,hardworker
1360,45,5,1,5.0,1.6666666666666667,0.0,0,0.7628673219151019,0.6947255727915707,0.9938916533761882,0.06814174912353121,0.2991660805846176,5,0.6947255727915707,2,0.7628673219151019,0.6249793481803034,0.06974622461126723,0,0.46827206996518,0.0,3,2,0.23102433146108636,0.7187401218486829,5,17,3.4,2.8333333333333335,0.8,low_interest_quitter
1361,45,8,2,4.0,0.0,2.6666666666666665,0,0.5904421779709265,0.5454892390897055,2.6,0.04495293888122098,2.0545107609102944,5,0.5839038484280896,1,2.6,0.6249793481803034,-0.07949010909059795,1,-0.7142680488210743,13.417711739529196,1,7,1.9889691569096941,0.6629284448333859,3,12,1.5,3.0,1.0,pure_ai_quick_dump
1362,45,5,2,2.5,0.6666666666666666,1.0,0,1.0211253752597795,0.8818926322002708,1.1168993937032974,0.13923274305950872,0.23500676150302657,3,0.950429852420266,1,0.8818926322002708,0.6249793481803034,0.2569132840199674,0,0.24602443763838602,0.0,2,3,0.09577401844351785,0.6861117755719448,4,20,4.0,4.0,0.4,low_interest_quitter
1363,45,27,10,2.7,2.3333333333333335,2.3333333333333335,3,0.5442935715963896,0.3703720676060002,1.3496129819981866,0.17392150399038936,0.9792409143921863,4,0.38782395734557257,2,0.39437467274710547,0.6249793481803034,-0.2546072805743032,1,-0.8039475219627764,147.5123774789528,1,26,0.3949270868893383,0.0,9,3,0.1111111111111111,0.3,0.63,daily_sprinter
1364,45,7,4,1.75,0.0,2.0,0,1.45238285596728,0.960008077190764,1.5478952775126744,0.49237477877651603,0.5878872003219104,2,1.45238285596728,1,1.45238285596728,0.6249793481803034,0.33502872901046055,0,-0.8609940593069467,90.4740184027053,4,3,0.36900095512620035,0.0,8,22,3.142857142857143,2.4444444444444446,0.571,hardworker
1365,45,13,8,1.625,0.3333333333333333,1.6666666666666667,1,0.9652856581765279,0.5416595212292488,1.2902971143169824,0.42362613694727913,0.7486375930877336,3,0.6030191180321609,1,0.9705359884168615,0.6249793481803034,-0.08331982695105467,1,-0.8966360675241992,164.12915350549983,5,8,0.1762129292311625,0.0,5,11,0.8461538461538461,1.8333333333333333,0.846,hardworker
1366,45,21,7,3.0,2.6666666666666665,1.3333333333333333,2,0.8641476092202975,0.6184026421727876,2.4119497443676923,0.24574496704750992,1.7935471021949048,7,0.6736826173550632,1,2.4119497443676923,0.6249793481803034,-0.006576706007515809,1,-0.6749788762867882,210.51824154768897,1,20,0.9489458368499988,0.0,7,14,0.6666666666666666,1.75,0.857,hardworker
1367,45,15,8,1.875,2.0,1.6666666666666667,2,1.4519242650146311,0.6484439339735911,2.3019186724964995,0.80348033104104,1.6534747385229083,4,1.874022713527139,2,2.050976192415257,0.6249793481803034,0.023464585793287696,0,-0.9647478167692161,220.60757570600552,11,4,0.23973844440325176,0.6709574936001771,3,15,1.0,3.75,0.6,benchmark_tweaker
1368,46,12,5,2.4,0.6666666666666666,1.6666666666666667,0,0.9350481561155845,0.40404830583891044,1.769441024010996,0.530999850276674,1.3653927181720855,5,0.40404830583891044,3,0.40404830583891044,0.762299990281115,-0.3582516844422045,1,-0.9243848082547725,176.06755176198826,4,8,0.226274297857894,0.0,4,4,0.3333333333333333,0.8,0.75,ai_dump_sincere_start
1369,46,4,1,4.0,1.3333333333333333,0.0,0,1.2800492504497178,1.2177182733212855,1.373017755562132,0.062330977128432385,0.15529948224084644,4,1.2177182733212855,1,1.29652601585323,0.762299990281115,0.4554182830401705,0,0.664730278951964,1.0596679610527033,1,3,0.07880774253194445,0.0,5,34,8.5,5.666666666666667,0.5,low_interest_quitter
1370,46,11,5,2.2,1.3333333333333333,0.0,0,0.8629951918216738,0.6705977781680758,1.2394632985043046,0.19239741365359808,0.5688655203362288,5,0.8004547187488809,2,0.9998471255453925,0.762299990281115,-0.0917022121130392,1,-0.8987186734744954,156.58776099977217,1,10,0.22673582525184077,0.0,9,26,2.3636363636363638,2.6,0.636,hardworker
1371,46,5,4,1.25,0.3333333333333333,0.6666666666666666,0,0.7770642793144461,0.7323587230960611,1.0787422235269661,0.04470555621838501,0.34638350043090504,2,0.7323587230960611,1,1.0787422235269661,0.762299990281115,-0.029941267185053855,1,-0.8216063461466526,136.66645736059453,1,4,0.30167794421252003,0.25319185389742893,5,28,5.6,4.666666666666667,1.0,hardworker
1372,46,8,5,1.6,0.6666666666666666,0.6666666666666666,0,1.2367838782486453,0.571936014678174,2.334247101284186,0.6648478635704713,1.7623110866060119,3,0.571936014678174,3,0.571936014678174,0.762299990281115,-0.19036397560294094,1,-0.6003481564056807,136.88943652051964,4,4,1.2329734806279555,0.4744926273944474,9,19,2.375,1.9,0.75,hardworker
1373,46,13,6,2.1666666666666665,1.0,3.0,0,1.952183032267051,0.8990580177739425,2.2049847975926107,1.0531250144931086,1.3059267798186682,3,2.0756988972647132,1,0.8990580177739425,0.762299990281115,0.1367580274928275,0,0.1822779015502141,0.0,10,3,0.4645228241378261,0.8177448798699464,8,32,2.4615384615384617,3.5555555555555554,0.923,hardworker
1374,46,39,9,4.333333333333333,3.0,3.6666666666666665,0,1.5236241355640985,0.7845691919514585,2.3094101124702666,0.73905494361264,1.524840920518808,7,1.4234149909834022,2,1.5096635607893238,0.762299990281115,0.02226920167034352,0,-0.5269646712328145,177.48985392424032,7,32,1.1755050456619887,0.0,9,30,0.7692307692307693,3.0,0.692,consistent_late_breakthrough
1375,46,25,8,3.125,1.3333333333333333,0.6666666666666666,4,0.9042036367587879,0.5507996120571715,2.297707180193676,0.35340402470161636,1.7469075681365043,7,0.6607783675472046,2,0.7846191833009099,0.762299990281115,-0.2115003782239434,1,-0.48280885265482054,183.72254099817462,6,19,0.953124440979864,0.70554693791075,6,16,0.64,2.2857142857142856,0.72,hardworker
1376,46,7,1,7.0,2.3333333333333335,0.0,0,1.5570546183467104,1.4882623305059595,1.7170981779221133,0.06879228784075098,0.22883584741615381,7,1.4882623305059595,1,1.563614255656617,0.762299990281115,0.7259623402248445,0,0.4701730875485503,3.5881933508160593,6,1,0.16426232693210263,0.0,4,38,5.428571428571429,7.6,0.571,low_interest_quitter
1377,46,31,6,5.166666666666667,1.3333333333333333,0.0,5,1.0543549069879192,0.5300650432490203,2.321907936047426,0.524289863738899,1.7918428927984058,10,0.610640886822283,2,0.7231845865389763,0.762299990281115,-0.23223494703209469,1,-0.5580124266923455,194.74584915346958,1,30,1.4317165921163124,0.0,6,13,0.41935483870967744,1.8571428571428572,0.774,consistent_ai_leap
1378,46,20,7,2.857142857142857,0.3333333333333333,1.6666666666666667,8,0.8041621877849199,0.5431744475334632,1.3306090336887217,0.26098774025145666,0.7874345861552585,8,0.5431744475334632,3,0.5720008871047221,0.762299990281115,-0.21912554274765172,1,-0.6642044730246534,198.75750922779218,15,5,0.603710982070709,0.5913001842854719,6,15,0.75,2.142857142857143,0.65,consistent_ai_leap
1379,46,3,2,1.5,0.0,1.0,0,1.5538852291883314,1.4835684304513084,1.5611875234272379,0.07031679873702301,0.0776190929759295,2,1.4835684304513084,1,1.4835684304513084,0.762299990281115,0.7212684401701934,0,0.7151512407502838,0.0,3,0,0.0,0.0,8,37,12.333333333333334,4.111111111111111,1.0,hardworker
1380,46,4,2,2.0,0.0,1.3333333333333333,0,0.8246913413536372,0.5076812986907444,2.2123956848726913,0.3170100426628928,1.704714386181947,3,0.5076812986907444,1,2.2123956848726913,0.762299990281115,-0.25461869159037054,1,-0.944334151192644,18.878872954022498,1,3,1.2933306198497028,0.0,5,12,3.0,2.0,1.0,late_joiner_dangerous
